City,County,Zipcode,Total Population 2016,Total Population 2016 Margin of Error,Total Unemployment 2016,Total Unemployment 2016 margin of Error,Age Group 16-19 2016,Age Group 16-19 2016 Margin of Error,Age Group 16-19 2016 Unemployment,Age Group 16-19 2016 Unemployment Margin of Error,Age Group 20-24 2016,Age Group 20-24 2016 Margin of Error,Age Group 20-24 2016 Unemployment,Age Group 20-24 2016 Unemployment Margin of Error,Age Group 25-29 2016,Age Group 25-29 2016 Margin of Error,Age Group 25-29 2016 Unemployment,Age Group 25-29 2016 Unemployment Margin of Error,Age Group 30-34 2016,Age Group 30-34 2016 Margin of Error,Age Group 30-34 2016 Unemployment,Age Group 30-34 2016 Unemployment Margin of Error,Age Group 35-44 2016,Age Group 35-44 2016 Margin of Error,Age Group 35-44 2016 Unemployment,Age Group 35-44 2016 Unemployment Margin of Error,Age Group 45-54 2016,Age Group 45-54 2016 Margin of Error,Age Group 45-54 2016 Unemployment,Age Group 45-54 2016 Unemployment Margin of Error,Age Group 55-64 2016,Age Group 55-64 2016 Margin of Error,Age Group 55-64 2016 Unemployment,Age Group 55-64 2016 Unemployment Margin of Error,Age Group 60-64 2016,Age Group 60-64 2016 Margin of Error,Age Group 60-64 2016 Unemployment,Age Group 60-64 2016 Unemployment Margin of Error,Age Group 65-74 2016,Age Group 65-74 2016 Margin of Error,Age Group 65-74 2016 Unemployment,Age Group 65-74 2016 Unemployment Margin of Error,Age Group 75+ 2016,Age Group 75+ 2016 Margin of Error,Age Group 75+ 2016 Unemployment,Age Group 75+ 2016 Unemployment Margin of Error
Lyons,Boulder,80540,3893.0,405.0,5.8,2.8,298.0,119.0,15.3,17.7,161.0,88.0,0,24.3,248.0,110.0,4.3,8,256.0,148.0,6.3,9.9,688.0,163.0,2.5,3.3,821.0,203.0,3.5,4.4,473.0,144.0,17,14.6,327.0,89.0,5.6,7.7,466.0,118.0,0,18.7,155.0,50.0,-,**
Masonville,Larimer,80541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mead,Weld,80542,3036.0,205.0,4.3,3.9,104.0,57.0,0,46.2,106.0,79.0,23,23.7,178.0,140.0,0,24.3,385.0,167.0,13.5,15.3,535.0,215.0,3.1,4.4,615.0,170.0,1,1.8,439.0,137.0,0,9.4,247.0,116.0,0,15.9,344.0,132.0,5.8,10.1,83.0,76.0,-,**
Milliken,Weld,80543,4825.0,352.0,2.7,2,294.0,135.0,10.6,16.2,376.0,142.0,14.5,16.8,707.0,178.0,0,5,484.0,195.0,2,4,970.0,218.0,0.6,1.3,811.0,225.0,4.4,6.9,587.0,299.0,0,5.6,168.0,106.0,0,21,346.0,116.0,0,33,82.0,62.0,-,**
Niwot,Boulder,80544,34.0,57.0,0,48.9,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,19.0,32.0,0,65.4,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,15.0,25.0,0,73.6
Red Feather Lakes,Larimer,80545,590.0,173.0,2.1,3,17.0,27.0,0,69.1,20.0,26.0,0,90.1,30.0,40.0,0,52,22.0,35.0,0,60.7,44.0,41.0,0,52,94.0,74.0,0,26.8,89.0,49.0,0,32,44.0,41.0,0,62.2,82.0,43.0,29.2,37.4,148.0,73.0,0,82.3
Severance,Weld,80546,242.0,168.0,0,14.7,38.0,45.0,0,100,39.0,41.0,0,45.6,0.0,11.0,-,**,23.0,23.0,0,67.2,57.0,61.0,0,37.7,30.0,34.0,0,52,55.0,55.0,0,45.6,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**
Timnath,Larimer,80547,1138.0,219.0,6,5.4,46.0,37.0,0,82.3,13.0,18.0,0,95,170.0,100.0,0,23,155.0,92.0,4.5,9.2,261.0,105.0,10.7,12.5,139.0,79.0,9.6,14.4,65.0,51.0,0,52.9,69.0,39.0,0,52,199.0,169.0,0,62.2,21.0,22.0,-,**
Wellington,Larimer,80549,7309.0,532.0,3.8,2.2,492.0,229.0,13.4,17.6,491.0,238.0,20.8,22.4,624.0,189.0,1.4,3.5,776.0,248.0,0,4.6,1551.0,337.0,0,2.2,1561.0,309.0,1.3,1.5,426.0,173.0,3,5.6,543.0,264.0,6.6,10.7,645.0,162.0,18.8,23.9,200.0,92.0,0,67.2
Windsor,Weld,80550,17907.0,360.0,4.4,1.1,1086.0,175.0,21.3,9.9,857.0,224.0,15.8,9.5,1314.0,226.0,9.1,5.8,1405.0,222.0,0.5,0.8,3586.0,296.0,3.3,1.7,3613.0,349.0,2.4,1.3,1689.0,250.0,3.4,1.9,1530.0,225.0,0.5,0.7,1751.0,260.0,5.3,8.4,1076.0,184.0,19.4,27.7
Windsor,Weld,80551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Collins,Larimer,80553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brighton,Adams,80601,27780.0,607.0,4.9,1.2,2063.0,363.0,25.3,10.8,2312.0,415.0,10.7,6.9,2631.0,352.0,4.3,2.9,3201.0,424.0,4.5,3.8,5582.0,503.0,4.3,2.1,4923.0,410.0,0.9,0.8,1886.0,296.0,1.4,2.4,1656.0,345.0,1.6,2.6,2251.0,281.0,2.2,3.5,1275.0,197.0,0,32.3
Brighton,Adams,80602,23086.0,623.0,3.4,0.9,1383.0,201.0,12.5,8.7,1249.0,348.0,12.2,8.3,1820.0,337.0,7.1,5,2246.0,284.0,4.1,2.4,6219.0,378.0,1.6,1,4589.0,328.0,1.2,0.8,1629.0,234.0,1.5,1.5,1300.0,200.0,4.9,4.7,1868.0,195.0,1.2,2.2,783.0,144.0,0,33.9
Brighton,Weld,80603,9121.0,535.0,3.7,1.7,501.0,177.0,25.9,21.5,684.0,136.0,2.5,3.9,790.0,195.0,1.1,1.7,877.0,200.0,0,4.5,1689.0,336.0,2.3,2.5,1702.0,248.0,2.8,3.5,1022.0,216.0,0,4.3,709.0,176.0,8.1,7.1,724.0,187.0,21.9,29.2,423.0,133.0,0,34.6
Ault,Weld,80610,2259.0,228.0,10.5,4.6,133.0,57.0,43.8,35.6,184.0,71.0,6.6,6.8,240.0,102.0,9.2,10.9,247.0,92.0,11.3,9.3,280.0,84.0,1.2,2.3,461.0,114.0,14.5,13,192.0,65.0,22,23.4,157.0,52.0,0,32.3,207.0,62.0,0,28.7,158.0,53.0,10,15.5
Briggsdale,Weld,80611,562.0,102.0,3.3,3,69.0,39.0,28.6,26.7,10.0,8.0,0,100,30.0,16.0,0,73.6,35.0,21.0,0,52.9,70.0,31.0,0,36.3,121.0,42.0,1.8,3.3,81.0,42.0,4.2,8.4,63.0,30.0,0,43,69.0,24.0,0,63.7,14.0,10.0,0,100
Carr,Weld,80612,359.0,148.0,5.9,7.4,28.0,32.0,-,**,22.0,29.0,-,**,0.0,11.0,-,**,23.0,34.0,0,59.4,59.0,65.0,0,37,88.0,50.0,15.4,18.2,32.0,31.0,0,62.2,13.0,20.0,0,79,70.0,46.0,0,90.1,24.0,29.0,-,**
Eastlake,Adams,80614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eaton,Weld,80615,6085.0,451.0,1.8,1.4,421.0,150.0,11.9,14.7,449.0,184.0,0,6.8,397.0,168.0,0,8.1,534.0,147.0,1.7,2.4,1194.0,251.0,1.4,2.3,1088.0,219.0,1.5,2.4,523.0,198.0,0,6.8,438.0,163.0,5,7.9,655.0,181.0,0,14.6,386.0,149.0,0,60.7
Evans,Weld,80620,13994.0,513.0,4.8,1.4,1033.0,276.0,5.8,5.6,1469.0,353.0,4.5,4.1,2202.0,353.0,4.6,3.9,1736.0,332.0,5,3.3,2505.0,341.0,8.5,4,2124.0,308.0,2.4,1.9,858.0,209.0,1.6,2.7,727.0,219.0,2.6,4.3,883.0,175.0,5.2,8.6,457.0,122.0,0,82.3
Fort Lupton,Weld,80621,9135.0,331.0,5.3,1.6,558.0,116.0,32.7,18.7,616.0,143.0,9.8,7.8,617.0,147.0,0,5.7,936.0,192.0,5.3,7.5,1320.0,221.0,3.4,2.9,1864.0,258.0,6,3.7,908.0,163.0,2.1,2.7,842.0,158.0,4.5,3.7,860.0,148.0,2.1,3,614.0,144.0,0,38.1
Galeton,Weld,80622,131.0,67.0,0,33.6,16.0,19.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,23.0,20.0,0,59.4,45.0,31.0,0,48.2,12.0,15.0,0,85.9,10.0,14.0,-,**,12.0,16.0,-,**,10.0,15.0,-,**,3.0,6.0,-,**
Gilcrest,Weld,80623,687.0,147.0,7,5.1,44.0,30.0,0,100,61.0,37.0,23.9,27.4,43.0,28.0,0,65.4,52.0,38.0,0,60.7,112.0,52.0,10.6,11.4,117.0,50.0,0,29.7,90.0,38.0,0,39.9,51.0,32.0,17.1,28.1,74.0,40.0,0,62.2,43.0,23.0,0,76.1
Gill,Weld,80624,916.0,219.0,6.3,4.8,25.0,25.0,0,100,66.0,46.0,0,34.6,66.0,33.0,30.3,26.1,144.0,86.0,0,29.7,165.0,113.0,0,17.8,258.0,129.0,5.2,8.6,53.0,32.0,0,42.5,57.0,49.0,0,42,35.0,42.0,-,**,47.0,56.0,100,82.2
Greeley,Weld,80631,41230.0,895.0,11.5,1.5,5840.0,448.0,16.8,6.3,7869.0,537.0,12.8,3.7,4392.0,482.0,12.9,4.2,3710.0,409.0,12.8,4.9,5383.0,431.0,10.5,2.5,4837.0,377.0,12.2,3.6,2225.0,285.0,5.3,3.7,2155.0,248.0,1.4,1.7,2775.0,276.0,5.9,4.7,2044.0,251.0,5.6,8.9
Greeley,Weld,80632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greeley,Weld,80633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greeley,Weld,80634,43244.0,955.0,5.4,1,2504.0,287.0,28.3,11.4,3537.0,524.0,4.6,2.6,3938.0,376.0,5.1,2.7,3412.0,365.0,8,3.7,7357.0,459.0,4,1.4,7062.0,455.0,3.6,1.8,3623.0,313.0,6.2,2.5,3362.0,342.0,3.6,2.1,4616.0,280.0,2.8,2.5,3833.0,330.0,0,10.9
Greeley,Weld,80638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greeley,Weld,80639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henderson,Adams,80640,9150.0,574.0,6.2,1.9,713.0,163.0,24.2,18.9,903.0,187.0,15.6,8.8,951.0,244.0,4,4.1,1235.0,273.0,5.7,4.5,2213.0,272.0,3,1.8,1423.0,224.0,2.2,2.1,532.0,166.0,5.8,6.1,478.0,145.0,7.5,10.3,521.0,111.0,13.6,15.2,181.0,64.0,0,60.7
Hudson,Weld,80642,3256.0,437.0,1,1.5,151.0,69.0,0,39.9,311.0,183.0,0,10.4,244.0,111.0,0,15.7,191.0,75.0,0,22.5,600.0,176.0,0,7.2,744.0,188.0,0,5.2,340.0,97.0,6.7,11.6,130.0,74.0,0,24.3,258.0,122.0,5.3,9.9,287.0,167.0,0,100
Keenesburg,Weld,80643,2476.0,338.0,3.6,2.4,128.0,107.0,0,100,107.0,48.0,6.4,9.9,161.0,99.0,0,28.7,130.0,75.0,0,24.3,496.0,108.0,10.5,8.5,423.0,161.0,0,9.5,278.0,109.0,0,11.9,244.0,103.0,0,21.1,381.0,110.0,6.2,9.1,128.0,62.0,0,90.1
Kersey,Weld,80644,2600.0,337.0,5.4,3.1,176.0,72.0,25.6,31.4,157.0,77.0,0,26.1,214.0,91.0,13.3,16.5,194.0,89.0,6,6.2,506.0,169.0,2.8,2.4,514.0,125.0,2.4,2.8,332.0,102.0,9.3,13.9,199.0,83.0,0,23.7,271.0,103.0,0,23,37.0,24.0,-,**
La Salle,Weld,80645,3464.0,344.0,13,3.9,306.0,119.0,58.1,28.5,243.0,83.0,36,23,208.0,73.0,8.8,10.4,206.0,64.0,15.5,14,710.0,191.0,7.2,4.3,682.0,153.0,6.2,4.3,278.0,85.0,9.9,10.1,336.0,99.0,0,12.8,265.0,67.0,0,43,230.0,51.0,15.8,23.8
Lucerne,Weld,80646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nunn,Weld,80648,903.0,187.0,3.6,2.2,52.0,27.0,3.7,15,61.0,35.0,25,17.6,66.0,38.0,0,36.7,72.0,31.0,0,38.1,158.0,59.0,3.1,5.3,200.0,85.0,1.1,1.6,97.0,34.0,3.8,6,97.0,51.0,0,33,48.0,30.0,-,**,52.0,29.0,-,**
Orchard,Morgan,80649,208.0,70.0,6.7,9,9.0,9.0,50,50,3.0,7.0,0,100,5.0,8.0,-,**,8.0,9.0,0,100,13.0,13.0,0,79,27.0,16.0,0,65.4,30.0,16.0,20,28.8,37.0,22.0,0,49.6,72.0,61.0,0,95,4.0,7.0,-,**
Pierce,Weld,80650,1211.0,210.0,7.3,5.1,84.0,42.0,28.6,36.8,90.0,42.0,49.3,30.3,71.0,39.0,0,39.9,42.0,34.0,8.8,16.2,222.0,106.0,4.4,6.9,302.0,101.0,0,11.7,103.0,40.0,0,31.4,60.0,34.0,0,50.4,113.0,48.0,0,82.3,124.0,54.0,0,63.7
Platteville,Weld,80651,3359.0,337.0,3.8,2.4,232.0,110.0,0,33.6,241.0,80.0,2.9,4.6,289.0,123.0,0,12.9,316.0,109.0,8.5,12.1,534.0,129.0,2.6,4.5,638.0,116.0,4.7,4.6,213.0,101.0,0,19.5,237.0,92.0,15.6,22.2,387.0,136.0,0,19.2,272.0,134.0,-,**
Roggen,Weld,80652,310.0,155.0,2.5,9.3,19.0,24.0,100,100,14.0,22.0,-,**,0.0,11.0,-,**,19.0,47.0,0,65.4,27.0,33.0,0,59.4,35.0,36.0,0,48.2,14.0,21.0,0,76.1,55.0,59.0,0,82.3,106.0,78.0,0,71.2,21.0,24.0,-,**
Weldona,Morgan,80653,701.0,111.0,1.3,2,22.0,17.0,0,76.1,13.0,15.0,0,79,50.0,32.0,0,52,68.0,34.0,0,36.3,131.0,54.0,0,21.6,111.0,48.0,6.5,9.3,75.0,32.0,0,36.3,51.0,20.0,0,52.9,141.0,47.0,0,67.2,39.0,25.0,0,95
Wiggins,Morgan,80654,2105.0,170.0,5,3,140.0,53.0,4.8,6.9,134.0,56.0,3.9,6.7,158.0,56.0,7.8,10.8,139.0,60.0,13.3,19.5,311.0,73.0,0,10.8,353.0,87.0,7.5,7.9,190.0,63.0,5.2,5.6,256.0,73.0,4.5,5.9,271.0,69.0,0,25.9,153.0,54.0,0,76.1
Fort Morgan,Morgan,80701,11991.0,351.0,5,1.9,969.0,139.0,12.5,12.3,1149.0,163.0,13.4,9.3,1008.0,154.0,4.6,4.5,886.0,152.0,4.3,3.9,1807.0,164.0,5.2,4,2166.0,230.0,0.8,0.9,846.0,138.0,5.4,6.4,831.0,152.0,0,5.7,1204.0,138.0,2.3,3.6,1125.0,149.0,0,47.5
Log Lane Village,Morgan,80705,926.0,162.0,3.1,2.6,59.0,32.0,0,52.9,59.0,37.0,0,41.1,89.0,52.0,0,38.8,124.0,63.0,0,22.9,170.0,57.0,5.6,8.8,103.0,51.0,2.6,4.1,44.0,19.0,25.8,28.5,60.0,25.0,0,50.4,138.0,47.0,0,51.2,80.0,36.0,0,100
Akron,Washington,80720,2322.0,104.0,3.5,2.4,126.0,31.0,16,21.6,201.0,40.0,13.6,18.6,208.0,27.0,3,4.1,211.0,39.0,5.1,4.3,277.0,52.0,1.6,2.8,335.0,50.0,0,11.6,219.0,41.0,2.4,3.6,193.0,51.0,0,23.4,274.0,37.0,0,27.2,278.0,36.0,0,52.9
Amherst,Phillips,80721,137.0,63.0,0,26.1,0.0,11.0,-,**,14.0,22.0,-,**,5.0,9.0,0,100,4.0,6.0,-,**,5.0,7.0,0,100,44.0,36.0,0,52.9,29.0,32.0,0,52.9,13.0,18.0,0,100,23.0,28.0,0,59.4,0.0,11.0,-,**
Atwood,Logan,80722,239.0,114.0,2.3,3.3,8.0,9.0,-,**,13.0,15.0,0,79,31.0,21.0,0,55.9,32.0,33.0,0,58.2,0.0,11.0,-,**,87.0,72.0,0,46.8,15.0,10.0,21.4,23.8,20.0,20.0,0,95,14.0,11.0,0,100,19.0,17.0,0,100
Brush,Morgan,80723,5132.0,254.0,7.8,4.7,305.0,92.0,22.1,30.6,394.0,146.0,4,8,443.0,120.0,14.3,14.3,444.0,127.0,29.6,28.3,660.0,145.0,0.9,1.6,838.0,202.0,5,5.4,463.0,109.0,0,7.7,438.0,130.0,3.5,4.6,473.0,126.0,0,17.8,674.0,136.0,0,53.8
Crook,Logan,80726,618.0,206.0,4.8,7.3,85.0,89.0,0,82.3,28.0,32.0,0,100,4.0,4.0,0,100,79.0,100.0,0,31.1,140.0,58.0,0,22.5,84.0,46.0,25.7,32.4,74.0,54.0,0,40.7,21.0,12.0,0,95,77.0,49.0,0,59.4,26.0,14.0,0,79
Eckley,Yuma,80727,330.0,126.0,5.7,8.1,20.0,20.0,0,100,102.0,100.0,0,25.1,21.0,22.0,0,67.2,24.0,22.0,15.8,24.7,44.0,32.0,32.4,39.6,46.0,37.0,0,50.4,16.0,12.0,0,71.2,13.0,12.0,0,100,37.0,28.0,0,67.2,7.0,7.0,-,**
Fleming,Logan,80728,858.0,152.0,5.8,3.8,46.0,25.0,0,100,62.0,38.0,6.7,10,68.0,38.0,3.6,8.3,49.0,40.0,21.3,18.1,109.0,50.0,9.9,14.3,218.0,68.0,3.1,3.4,56.0,22.0,0,45.1,93.0,37.0,0,44,76.0,29.0,0,90.1,81.0,33.0,11.1,21.8
Grover,Weld,80729,451.0,100.0,5.1,4.7,26.0,21.0,26.7,35.6,33.0,23.0,0,52.9,10.0,9.0,0,100,13.0,13.0,38.5,34.2,64.0,41.0,4.3,7.7,78.0,40.0,0,33.3,37.0,22.0,16.7,30.4,48.0,32.0,0,46.2,89.0,37.0,0,48.2,53.0,25.0,0,100
Haxtun,Phillips,80731,1147.0,119.0,6,2.9,77.0,31.0,25.5,22.9,81.0,37.0,14.3,13.3,43.0,22.0,0,46.2,63.0,26.0,5.5,9.5,169.0,54.0,5.3,7.4,227.0,45.0,5.6,7,72.0,26.0,0,39.1,97.0,32.0,0,35.3,137.0,35.0,0,45.1,181.0,54.0,0,79
Hereford,Weld,80732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillrose,Morgan,80733,316.0,65.0,5.8,4,14.0,10.0,0,100,23.0,18.0,0,62.2,24.0,19.0,40,33.7,18.0,15.0,11.8,26.4,37.0,21.0,0,52,69.0,34.0,0,36,35.0,27.0,6.5,12.6,44.0,21.0,3.3,8,43.0,20.0,16.7,23.7,9.0,11.0,-,**
Holyoke,Phillips,80734,2223.0,138.0,0.9,1,124.0,48.0,0,45.1,103.0,57.0,0,26.3,232.0,85.0,0,14,270.0,82.0,1.3,2,281.0,100.0,2.4,4.6,312.0,109.0,0,11.2,250.0,100.0,2.4,3.9,167.0,53.0,0,37,210.0,57.0,0,25.7,274.0,73.0,0,48.2
Idalia,Yuma,80735,265.0,74.0,0,15.8,11.0,15.0,0,100,13.0,12.0,0,79,27.0,28.0,0,58.2,77.0,45.0,0,38.1,35.0,22.0,0,51.2,9.0,10.0,0,100,24.0,20.0,0,67.2,22.0,17.0,0,90.1,32.0,22.0,0,100,15.0,14.0,-,**
Iliff,Logan,80736,437.0,117.0,0.4,0.8,23.0,15.0,16.7,32.6,45.0,43.0,0,53.8,54.0,40.0,0,57,31.0,24.0,0,65.4,50.0,27.0,0,43.5,78.0,42.0,0,38.4,11.0,11.0,0,100,57.0,41.0,0,41.6,43.0,25.0,0,67.2,45.0,23.0,0,100
Julesburg,Sedgwick,80737,1295.0,111.0,7.9,4.8,94.0,35.0,0,53.8,57.0,41.0,0,54.8,62.0,29.0,13.2,15.7,34.0,20.0,0,58.2,189.0,60.0,13.6,14.3,174.0,74.0,11.9,12.8,135.0,40.0,3.5,4.2,108.0,36.0,0,36.3,196.0,42.0,5.2,6.4,246.0,55.0,0,79
Lindon,Washington,80740,142.0,50.0,4.6,6.2,7.0,12.0,-,**,10.0,11.0,0,95,0.0,11.0,-,**,4.0,4.0,0,100,21.0,16.0,0,82.3,38.0,17.0,13.8,20,24.0,16.0,0,67.2,4.0,5.0,0,100,16.0,14.0,0,100,18.0,8.0,0,100
Merino,Logan,80741,725.0,113.0,3.9,3.8,46.0,44.0,0,50.4,77.0,50.0,22.7,28.3,66.0,33.0,0,40.7,57.0,32.0,0,39.9,73.0,36.0,0,37.7,123.0,35.0,3.8,5,72.0,33.0,0,37.4,40.0,23.0,0,67.2,124.0,47.0,0,39.5,47.0,19.0,0,100
New Raymer,Weld,80742,158.0,50.0,8,10.8,6.0,8.0,100,100,1.0,2.0,0,100,8.0,7.0,0,100,3.0,4.0,0,100,13.0,11.0,30.8,44.5,31.0,22.0,0,52.9,33.0,19.0,0,69.1,22.0,13.0,0,100,19.0,11.0,0,100,22.0,15.0,100,100
Otis,Washington,80743,762.0,76.0,4.8,2.4,53.0,18.0,17.6,15.8,61.0,31.0,0,41.1,32.0,19.0,16.7,18.2,31.0,17.0,0,53.8,105.0,32.0,8,5.8,122.0,34.0,0,24.7,70.0,27.0,1.9,3.7,75.0,24.0,3.4,4.7,115.0,25.0,5.4,6.8,98.0,31.0,25,29.8
Ovid,Sedgwick,80744,398.0,70.0,13.5,6.4,24.0,16.0,0,100,54.0,30.0,20.4,13.8,21.0,11.0,5.9,16.5,16.0,11.0,25,29.9,49.0,27.0,22.5,19.7,59.0,22.0,4.3,7.8,35.0,16.0,17.9,18.9,38.0,20.0,0,69.1,46.0,21.0,0,90.1,56.0,21.0,11.1,38
Padroni,Logan,80745,194.0,70.0,11.5,12.6,2.0,5.0,0,100,23.0,26.0,34.8,53,0.0,11.0,-,**,5.0,6.0,40,28.3,46.0,43.0,0,73.6,42.0,32.0,0,85.9,13.0,12.0,0,95,26.0,25.0,0,62.2,19.0,12.0,0,100,18.0,22.0,-,**
Paoli,Phillips,80746,77.0,36.0,6.7,18.7,0.0,11.0,-,**,2.0,3.0,0,100,7.0,6.0,0,100,0.0,11.0,-,**,0.0,11.0,-,**,2.0,5.0,50,50,1.0,2.0,0,100,4.0,5.0,0,100,45.0,37.0,0,100,16.0,16.0,-,**
Peetz,Logan,80747,413.0,103.0,7.8,5.2,18.0,12.0,40,34.2,41.0,28.0,0,44.5,44.0,26.0,19,22.9,25.0,21.0,0,57,44.0,31.0,0,43,84.0,34.0,9.5,11.7,58.0,24.0,14.3,14.2,24.0,13.0,0,71.2,34.0,20.0,0,100,41.0,29.0,0,65.4
Sedgwick,Sedgwick,80749,248.0,50.0,2.9,3.7,12.0,10.0,60,59.2,8.0,9.0,0,100,9.0,7.0,0,95,2.0,5.0,50,50,16.0,12.0,0,76.1,49.0,18.0,0,46.8,30.0,13.0,0,57,55.0,24.0,0,52,38.0,15.0,0,79,29.0,15.0,-,**
Snyder,Morgan,80750,212.0,78.0,3.8,6.6,19.0,24.0,-,**,0.0,11.0,-,**,30.0,37.0,0,52,39.0,33.0,12.8,26.3,24.0,25.0,0,90.1,42.0,48.0,0,55.9,30.0,20.0,0,63.7,0.0,11.0,-,**,23.0,16.0,0,100,5.0,7.0,-,**
Sterling,Logan,80751,14656.0,295.0,7.4,3.3,1299.0,190.0,19.5,9.6,1675.0,334.0,30.7,17.2,1124.0,109.0,0,3.4,1154.0,205.0,0,4.2,2197.0,326.0,1.7,2,2081.0,226.0,4,4.6,1114.0,171.0,1.8,2.8,1146.0,173.0,0.7,1.2,1438.0,92.0,0,7.1,1428.0,90.0,0,14.9
Stoneham,Weld,80754,119.0,47.0,12.9,11.6,9.0,10.0,-,**,6.0,9.0,0,100,2.0,3.0,0,100,0.0,11.0,-,**,7.0,6.0,0,100,37.0,28.0,29.6,19.1,19.0,18.0,0,76.1,5.0,5.0,0,100,10.0,7.0,-,**,24.0,17.0,0,100
Vernon,Yuma,80755,85.0,72.0,0,45.6,14.0,17.0,-,**,0.0,11.0,-,**,3.0,6.0,0,100,11.0,14.0,0,85.9,18.0,20.0,0,85.9,26.0,34.0,0,100,8.0,13.0,0,100,0.0,11.0,-,**,3.0,6.0,0,100,2.0,3.0,-,**
Woodrow,Washington,80757,226.0,63.0,8.5,10.6,15.0,11.0,-,**,3.0,5.0,0,100,14.0,12.0,0,76.1,28.0,17.0,0,59.4,41.0,23.0,0,58.2,41.0,18.0,17.9,27.6,27.0,14.0,26.3,39,16.0,8.0,0,82.3,16.0,11.0,0,100,25.0,15.0,-,**
Wray,Yuma,80758,2732.0,234.0,2.8,1.9,291.0,93.0,4.4,6.8,138.0,79.0,0,25.9,188.0,49.0,3.8,6.7,251.0,81.0,4.4,6.4,413.0,98.0,4.7,6.5,426.0,109.0,0,8.2,179.0,60.0,0,20.3,296.0,76.0,5.3,7.5,287.0,82.0,0,30.3,263.0,86.0,0,54.8
Yuma,Yuma,80759,3890.0,270.0,1.3,1.4,140.0,85.0,27.6,47.9,309.0,127.0,6.1,9.5,327.0,104.0,0,10.4,338.0,121.0,0,11.1,499.0,109.0,0,5.8,613.0,141.0,0,5.6,329.0,136.0,0,10.6,267.0,126.0,0,17.2,512.0,99.0,0,14.9,556.0,92.0,-,**
Anton,Washington,80801,104.0,33.0,0,35.3,12.0,8.0,0,100,9.0,9.0,0,100,2.0,3.0,-,**,0.0,11.0,-,**,5.0,6.0,0,100,27.0,12.0,0,59.4,14.0,11.0,0,76.1,11.0,11.0,0,95,18.0,20.0,-,**,6.0,6.0,-,**
Arapahoe,Cheyenne,80802,216.0,60.0,2.8,3.8,0.0,11.0,-,**,17.0,19.0,29.4,52.3,10.0,11.0,0,100,11.0,13.0,0,95,33.0,28.0,0,49.6,63.0,32.0,0,38.1,23.0,19.0,0,63.7,32.0,20.0,0,60.7,6.0,6.0,0,100,21.0,26.0,0,100
Arriba,Lincoln,80804,226.0,116.0,2.3,2.7,10.0,10.0,0,100,5.0,14.0,0,100,7.0,20.0,16.7,54.8,10.0,17.0,0,90.1,15.0,17.0,0,79,32.0,42.0,6.5,10.9,39.0,15.0,0,65.4,40.0,19.0,0,55.9,38.0,23.0,0,85.9,30.0,20.0,0,85.9
Bethune,Kit Carson,80805,375.0,90.0,6.5,5.4,10.0,11.0,57.1,57.1,14.0,11.0,0,76.1,18.0,17.0,0,90.1,56.0,40.0,3.6,7.2,32.0,24.0,0,54.8,97.0,46.0,9.7,11.8,26.0,15.0,0,62.2,15.0,14.0,0,95,72.0,28.0,8,12.2,35.0,17.0,-,**
Burlington,Kit Carson,80807,4419.0,212.0,4.7,2.6,127.0,55.0,0,26.3,276.0,107.0,5.6,8.2,341.0,105.0,0,10.5,513.0,100.0,3.2,5.1,910.0,191.0,11.6,7.9,668.0,127.0,1.7,2.6,354.0,79.0,0,9.4,359.0,78.0,17.7,18.2,439.0,55.0,0,19.4,432.0,58.0,0,37.7
Calhan,El Paso,80808,4734.0,462.0,6.7,2.3,241.0,70.0,20.5,14.4,183.0,80.0,13.4,17.1,564.0,210.0,10.5,10.5,315.0,96.0,8.8,7.6,677.0,154.0,8.7,4.9,941.0,186.0,1.5,1.5,566.0,148.0,4.1,3.7,442.0,83.0,8.7,12.7,503.0,106.0,0,16.1,302.0,101.0,0,100
